,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",State,Arson
28,Clark,22.0,0.0,0.0,1.0,21.0,86.0,18.0,58.0,10.0,arkansas,1.0
29,Clay,6.0,0.0,2.0,0.0,4.0,41.0,17.0,21.0,3.0,arkansas,0.0
30,Cleburne,78.0,2.0,22.0,0.0,54.0,330.0,97.0,199.0,34.0,arkansas,2.0
31,Columbia,27.0,2.0,1.0,0.0,24.0,53.0,28.0,23.0,2.0,arkansas,2.0
32,Conway,21.0,0.0,10.0,0.0,11.0,285.0,53.0,203.0,29.0,arkansas,7.0
33,Cross,26.0,0.0,3.0,1.0,22.0,121.0,35.0,74.0,12.0,arkansas,9.0
34,Dallas,4.0,0.0,0.0,0.0,4.0,21.0,10.0,11.0,0.0,arkansas,0.0
35,Drew,18.0,0.0,2.0,0.0,16.0,131.0,42.0,77.0,12.0,arkansas,2.0
36,Franklin,52.0,0.0,8.0,0.0,44.0,267.0,100.0,149.0,18.0,arkansas,3.0
37,Fulton,13.0,0.0,2.0,0.0,11.0,66.0,0.0,61.0,5.0,arkansas,0.0
38,Greene,25.0,0.0,7.0,0.0,18.0,216.0,71.0,135.0,10.0,arkansas,1.0
39,Hempstead,31.0,1.0,3.0,1.0,26.0,214.0,66.0,121.0,27.0,arkansas,2.0
40,Hot Spring,44.0,1.0,6.0,2.0,35.0,226.0,75.0,116.0,35.0,arkansas,3.0
41,Howard,10.0,0.0,0.0,0.0,10.0,44.0,32.0,12.0,0.0,arkansas,0.0
42,Independence,152.0,2.0,15.0,1.0,134.0,479.0,160.0,269.0,50.0,arkansas,20.0
43,Izard,34.0,0.0,12.0,0.0,22.0,245.0,69.0,158.0,18.0,arkansas,7.0
44,Jackson,25.0,0.0,4.0,0.0,21.0,172.0,46.0,98.0,28.0,arkansas,1.0
45,Johnson,29.0,2.0,6.0,2.0,19.0,180.0,110.0,50.0,20.0,arkansas,3.0
46,Lawrence,10.0,0.0,1.0,1.0,8.0,71.0,26.0,40.0,5.0,arkansas,2.0
47,Lee,9.0,0.0,0.0,0.0,9.0,73.0,26.0,39.0,8.0,arkansas,0.0
48,Logan,46.0,2.0,7.0,2.0,35.0,280.0,100.0,156.0,24.0,arkansas,3.0
49,Marion,51.0,0.0,9.0,1.0,41.0,288.0,77.0,198.0,13.0,arkansas,7.0
50,Mississippi,42.0,1.0,10.0,2.0,29.0,303.0,98.0,173.0,32.0,arkansas,3.0
51,Monroe,3.0,0.0,1.0,0.0,2.0,44.0,10.0,22.0,12.0,arkansas,0.0
52,Newton,26.0,1.0,3.0,0.0,22.0,90.0,35.0,49.0,6.0,arkansas,3.0
53,Ouachita,30.0,0.0,2.0,0.0,28.0,98.0,33.0,51.0,14.0,arkansas,3.0
54,Pike,4.0,0.0,0.0,1.0,3.0,49.0,20.0,26.0,3.0,arkansas,0.0
55,Polk,38.0,0.0,10.0,0.0,28.0,99.0,31.0,63.0,5.0,arkansas,4.0
56,Pope,78.0,1.0,11.0,4.0,62.0,416.0,173.0,183.0,60.0,arkansas,10.0
57,Prairie,4.0,0.0,1.0,0.0,3.0,42.0,11.0,28.0,3.0,arkansas,0.0
58,Randolph,29.0,0.0,11.0,1.0,17.0,171.0,38.0,126.0,7.0,arkansas,1.0
59,Scott,18.0,0.0,4.0,1.0,13.0,75.0,22.0,43.0,10.0,arkansas,2.0
60,Searcy,11.0,0.0,3.0,0.0,8.0,56.0,21.0,32.0,3.0,arkansas,0.0
61,Sevier,27.0,2.0,5.0,0.0,20.0,75.0,37.0,36.0,2.0,arkansas,3.0
62,St. Francis,17.0,0.0,5.0,1.0,11.0,281.0,87.0,192.0,2.0,arkansas,1.0
63,Stone,26.0,0.0,4.0,0.0,22.0,84.0,40.0,41.0,3.0,arkansas,4.0
64,Union,49.0,0.0,2.0,6.0,41.0,298.0,113.0,165.0,20.0,arkansas,0.0
65,Van Buren,39.0,1.0,3.0,0.0,35.0,219.0,29.0,162.0,28.0,arkansas,1.0
66,White,158.0,1.0,39.0,2.0,116.0,827.0,230.0,493.0,104.0,arkansas,3.0
67,Woodruff,0.0,0.0,0.0,0.0,0.0,45.0,9.0,28.0,8.0,arkansas,0.0
68,Yell,32.0,3.0,3.0,1.0,25.0,225.0,77.0,120.0,28.0,arkansas,3.0
0,Barry,34.0,1.0,11.0,0.0,22.0,255.0,54.0,193.0,8.0,michigan,0.0
1,Bay,44.0,0.0,14.0,2.0,28.0,593.0,113.0,462.0,18.0,michigan,1.0
2,Berrien,122.0,2.0,47.0,10.0,63.0,587.0,168.0,379.0,40.0,michigan,5.0
3,Calhoun,121.0,1.0,28.0,4.0,88.0,501.0,137.0,341.0,23.0,michigan,1.0
4,Cass,50.0,0.0,20.0,0.0,30.0,551.0,234.0,294.0,23.0,michigan,4.0
5,Clinton,23.0,0.0,4.0,1.0,18.0,172.0,51.0,108.0,13.0,michigan,0.0
6,Eaton,164.0,2.0,61.0,26.0,75.0,986.0,183.0,750.0,53.0,michigan,2.0
7,Genesee,67.0,0.0,7.0,4.0,56.0,326.0,39.0,269.0,18.0,michigan,0.0
8,Ingham,146.0,2.0,36.0,9.0,99.0,504.0,128.0,348.0,28.0,michigan,2.0
9,Jackson,218.0,1.0,23.0,4.0,190.0,631.0,111.0,478.0,42.0,michigan,6.0
10,Kalamazoo,297.0,4.0,102.0,37.0,154.0,2236.0,514.0,1608.0,114.0,michigan,7.0
11,Kent,386.0,1.0,105.0,38.0,242.0,2264.0,441.0,1701.0,122.0,michigan,15.0
12,Lapeer,60.0,2.0,15.0,4.0,39.0,351.0,112.0,213.0,26.0,michigan,2.0
13,Livingston,70.0,1.0,28.0,4.0,37.0,552.0,97.0,427.0,28.0,michigan,7.0
14,Macomb,322.0,2.0,55.0,36.0,229.0,1436.0,196.0,1168.0,72.0,michigan,12.0
15,Midland,50.0,1.0,22.0,1.0,26.0,356.0,120.0,217.0,19.0,michigan,8.0
16,Monroe,167.0,5.0,56.0,19.0,87.0,1521.0,344.0,1065.0,112.0,michigan,23.0
17,Montcalm,54.0,0.0,21.0,2.0,31.0,226.0,51.0,164.0,11.0,michigan,0.0
18,Muskegon,66.0,0.0,25.0,1.0,40.0,555.0,95.0,437.0,23.0,michigan,5.0
19,Oakland,33.0,0.0,10.0,0.0,23.0,52.0,7.0,37.0,8.0,michigan,6.0
20,Ottawa,559.0,3.0,204.0,29.0,323.0,2492.0,467.0,1942.0,83.0,michigan,19.0
21,Saginaw,98.0,2.0,10.0,11.0,75.0,494.0,80.0,382.0,32.0,michigan,4.0
22,St. Clair,189.0,2.0,34.0,3.0,150.0,974.0,190.0,730.0,54.0,michigan,14.0
23,Van Buren,120.0,0.0,29.0,4.0,87.0,437.0,194.0,210.0,33.0,michigan,5.0
24,Washtenaw,588.0,1.0,69.0,80.0,438.0,1667.0,391.0,1067.0,209.0,michigan,16.0
25,Wayne,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,michigan,0.0
26,Alcona,10.0,0.0,2.0,0.0,8.0,94.0,40.0,53.0,1.0,michigan,1.0
27,Alger,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,michigan,0.0
28,Allegan,131.0,0.0,28.0,2.0,101.0,558.0,147.0,369.0,42.0,michigan,5.0
29,Alpena,10.0,0.0,3.0,1.0,6.0,36.0,10.0,23.0,3.0,michigan,0.0
30,Antrim,15.0,0.0,6.0,0.0,9.0,279.0,118.0,153.0,8.0,michigan,0.0
31,Arenac,29.0,1.0,16.0,0.0,12.0,100.0,33.0,57.0,10.0,michigan,2.0
32,Baraga,3.0,0.0,0.0,0.0,3.0,26.0,9.0,17.0,0.0,michigan,0.0
33,Benzie,18.0,0.0,6.0,0.0,12.0,100.0,11.0,86.0,3.0,michigan,0.0
34,Branch,10.0,0.0,5.0,0.0,5.0,61.0,11.0,45.0,5.0,michigan,0.0
35,Charlevoix,21.0,0.0,12.0,1.0,8.0,121.0,20.0,96.0,5.0,michigan,0.0
36,Cheboygan,7.0,0.0,6.0,0.0,1.0,70.0,27.0,41.0,2.0,michigan,1.0
37,Chippewa,6.0,0.0,1.0,0.0,5.0,55.0,16.0,37.0,2.0,michigan,0.0
38,Clare,90.0,1.0,21.0,1.0,67.0,412.0,101.0,291.0,20.0,michigan,8.0
39,Crawford,18.0,0.0,9.0,0.0,9.0,104.0,39.0,58.0,7.0,michigan,2.0
40,Delta,9.0,0.0,5.0,0.0,4.0,52.0,14.0,36.0,2.0,michigan,0.0
41,Emmet,28.0,0.0,10.0,0.0,18.0,176.0,54.0,121.0,1.0,michigan,2.0
42,Gladwin,27.0,0.0,5.0,1.0,21.0,126.0,58.0,64.0,4.0,michigan,0.0
43,Gogebic,6.0,0.0,4.0,0.0,2.0,52.0,10.0,39.0,3.0,michigan,0.0
44,Grand Traverse,125.0,2.0,34.0,5.0,84.0,593.0,100.0,460.0,33.0,michigan,5.0
45,Gratiot,21.0,0.0,9.0,2.0,10.0,279.0,45.0,221.0,13.0,michigan,2.0
46,Hillsdale,30.0,1.0,11.0,0.0,18.0,132.0,43.0,83.0,6.0,michigan,1.0
47,Houghton,13.0,0.0,9.0,1.0,3.0,77.0,19.0,51.0,7.0,michigan,1.0
48,Huron,24.0,0.0,7.0,1.0,16.0,103.0,32.0,66.0,5.0,michigan,0.0
49,Ionia,45.0,1.0,30.0,1.0,13.0,267.0,54.0,204.0,9.0,michigan,1.0
50,Iosco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,michigan,0.0
51,Iron,8.0,1.0,3.0,1.0,3.0,19.0,8.0,11.0,0.0,michigan,0.0
52,Isabella,48.0,0.0,16.0,6.0,26.0,301.0,92.0,201.0,8.0,michigan,3.0
53,Kalkaska,60.0,0.0,2.0,1.0,57.0,195.0,38.0,145.0,12.0,michigan,2.0
54,Keweenaw,3.0,0.0,2.0,0.0,1.0,26.0,11.0,15.0,0.0,michigan,0.0
55,Lake,20.0,0.0,2.0,1.0,17.0,156.0,68.0,82.0,6.0,michigan,0.0
56,Leelanau,12.0,0.0,2.0,2.0,8.0,77.0,16.0,55.0,6.0,michigan,1.0
57,Lenawee,30.0,0.0,7.0,2.0,21.0,230.0,85.0,132.0,13.0,michigan,0.0
58,Luce,20.0,0.0,1.0,0.0,19.0,73.0,19.0,51.0,3.0,michigan,0.0
59,Mackinac,6.0,0.0,4.0,0.0,2.0,69.0,11.0,54.0,4.0,michigan,1.0
60,Manistee,36.0,0.0,17.0,0.0,19.0,261.0,48.0,206.0,7.0,michigan,2.0
61,Marquette,13.0,0.0,3.0,3.0,7.0,142.0,17.0,120.0,5.0,michigan,0.0
62,Mason,28.0,0.0,8.0,0.0,20.0,191.0,39.0,144.0,8.0,michigan,1.0
63,Mecosta,241.0,0.0,18.0,2.0,221.0,378.0,62.0,302.0,14.0,michigan,3.0
64,Menominee,16.0,0.0,9.0,0.0,7.0,49.0,19.0,28.0,2.0,michigan,0.0
65,Missaukee,21.0,0.0,6.0,1.0,14.0,139.0,26.0,110.0,3.0,michigan,0.0
66,Montmorency,4.0,0.0,0.0,0.0,4.0,19.0,7.0,5.0,7.0,michigan,0.0
67,Newaygo,45.0,1.0,13.0,0.0,31.0,257.0,67.0,184.0,6.0,michigan,2.0
68,Oceana,32.0,0.0,4.0,2.0,26.0,245.0,66.0,170.0,9.0,michigan,1.0
69,Ogemaw,22.0,0.0,3.0,1.0,18.0,163.0,57.0,99.0,7.0,michigan,1.0
70,Ontonagon,13.0,0.0,0.0,0.0,13.0,20.0,6.0,10.0,4.0,michigan,0.0
71,Osceola,45.0,0.0,17.0,2.0,26.0,205.0,31.0,143.0,31.0,michigan,0.0
72,Oscoda,27.0,0.0,4.0,0.0,23.0,158.0,43.0,109.0,6.0,michigan,0.0
73,Otsego,13.0,0.0,8.0,0.0,5.0,49.0,16.0,33.0,0.0,michigan,0.0
74,Presque Isle,5.0,0.0,3.0,0.0,2.0,21.0,7.0,13.0,1.0,michigan,0.0
75,Roscommon,19.0,1.0,7.0,0.0,11.0,148.0,40.0,103.0,5.0,michigan,1.0
76,Sanilac,45.0,0.0,8.0,2.0,35.0,192.0,84.0,94.0,14.0,michigan,1.0
77,Shiawassee,23.0,0.0,13.0,2.0,8.0,134.0,39.0,93.0,2.0,michigan,1.0
78,St. Joseph,54.0,0.0,10.0,0.0,44.0,131.0,43.0,76.0,12.0,michigan,2.0
79,Tuscola,43.0,0.0,8.0,0.0,35.0,205.0,58.0,123.0,24.0,michigan,0.0
80,Wexford,41.0,0.0,18.0,0.0,23.0,260.0,47.0,209.0,4.0,michigan,3.0
0,Carbon,15.0,3.0,0.0,0.0,12.0,57.0,21.0,31.0,5.0,montana,1.0
1,Cascade,27.0,1.0,3.0,1.0,22.0,205.0,42.0,144.0,19.0,montana,2.0
2,Golden Valley,2.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,1.0,montana,0.0
3,Missoula,93.0,0.0,16.0,3.0,74.0,199.0,100.0,78.0,21.0,montana,4.0
4,Yellowstone,91.0,0.0,18.0,10.0,63.0,668.0,146.0,421.0,101.0,montana,8.0
5,Beaverhead,3.0,0.0,0.0,0.0,3.0,9.0,2.0,7.0,0.0,montana,0.0
6,Big Horn,71.0,2.0,3.0,0.0,66.0,411.0,13.0,332.0,66.0,montana,1.0
7,Blaine,10.0,0.0,1.0,0.0,9.0,3.0,1.0,2.0,0.0,montana,0.0
8,Broadwater,28.0,0.0,0.0,0.0,28.0,37.0,10.0,22.0,5.0,montana,0.0
9,Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,montana,0.0
10,Custer,9.0,0.0,2.0,1.0,6.0,37.0,9.0,22.0,6.0,montana,1.0
11,Daniels,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,montana,0.0
12,Dawson,18.0,0.0,1.0,0.0,17.0,63.0,25.0,31.0,7.0,montana,0.0
13,Deer Lodge,37.0,1.0,2.0,1.0,33.0,335.0,84.0,217.0,34.0,montana,0.0
14,Fallon,2.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,montana,0.0
15,Fergus,32.0,0.0,11.0,1.0,20.0,58.0,21.0,34.0,3.0,montana,1.0
16,Flathead,191.0,2.0,23.0,4.0,162.0,1372.0,225.0,991.0,156.0,montana,5.0
17,Gallatin,73.0,2.0,24.0,1.0,46.0,420.0,58.0,324.0,38.0,montana,1.0
18,Garfield,1.0,0.0,0.0,0.0,1.0,8.0,2.0,5.0,1.0,montana,0.0
19,Glacier,15.0,0.0,0.0,0.0,15.0,43.0,6.0,25.0,12.0,montana,1.0
20,Granite,5.0,0.0,1.0,0.0,4.0,59.0,11.0,43.0,5.0,montana,0.0
21,Hill,23.0,0.0,2.0,0.0,21.0,143.0,28.0,103.0,12.0,montana,1.0
22,Jefferson,34.0,0.0,0.0,0.0,34.0,124.0,20.0,93.0,11.0,montana,1.0
23,Judith Basin,2.0,0.0,0.0,0.0,2.0,12.0,3.0,7.0,2.0,montana,0.0
24,Lake,72.0,1.0,5.0,5.0,61.0,316.0,106.0,166.0,44.0,montana,7.0
25,Lewis and Clark,104.0,1.0,25.0,5.0,73.0,440.0,111.0,286.0,43.0,montana,9.0
26,Liberty,9.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,montana,0.0
27,Lincoln,28.0,1.0,2.0,0.0,25.0,162.0,34.0,118.0,10.0,montana,0.0
28,Madison,8.0,0.0,0.0,0.0,8.0,42.0,12.0,28.0,2.0,montana,1.0
29,McCone,2.0,0.0,0.0,0.0,2.0,11.0,3.0,4.0,4.0,montana,0.0
30,Meagher,2.0,0.0,0.0,0.0,2.0,13.0,1.0,10.0,2.0,montana,0.0
31,Mineral,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,montana,0.0
32,Musselshell,31.0,1.0,1.0,1.0,28.0,90.0,14.0,66.0,10.0,montana,2.0
33,Park,16.0,0.0,2.0,0.0,14.0,80.0,8.0,65.0,7.0,montana,0.0
34,Phillips,11.0,0.0,1.0,0.0,10.0,39.0,5.0,31.0,3.0,montana,0.0
35,Pondera,1.0,0.0,1.0,0.0,0.0,10.0,0.0,9.0,1.0,montana,0.0
36,Powder River,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,1.0,montana,0.0
37,Powell,8.0,0.0,2.0,0.0,6.0,17.0,5.0,10.0,2.0,montana,0.0
38,Prairie,3.0,0.0,0.0,0.0,3.0,12.0,1.0,6.0,5.0,montana,0.0
39,Ravalli,61.0,0.0,7.0,2.0,52.0,246.0,33.0,207.0,6.0,montana,1.0
40,Richland,15.0,0.0,4.0,0.0,11.0,70.0,10.0,50.0,10.0,montana,0.0
41,Roosevelt,53.0,2.0,0.0,0.0,51.0,43.0,12.0,25.0,6.0,montana,0.0
42,Rosebud,5.0,0.0,1.0,0.0,4.0,27.0,6.0,15.0,6.0,montana,0.0
43,Sanders,14.0,0.0,4.0,1.0,9.0,58.0,11.0,44.0,3.0,montana,2.0
44,Sheridan,6.0,0.0,0.0,0.0,6.0,57.0,5.0,52.0,0.0,montana,1.0
45,Silver Bow,98.0,0.0,10.0,3.0,85.0,1738.0,210.0,1372.0,156.0,montana,1.0
46,Stillwater,17.0,0.0,7.0,0.0,10.0,46.0,17.0,22.0,7.0,montana,1.0
47,Sweet Grass,5.0,3.0,0.0,0.0,2.0,12.0,0.0,10.0,2.0,montana,0.0
48,Teton,19.0,0.0,2.0,1.0,16.0,50.0,23.0,22.0,5.0,montana,0.0
49,Toole,22.0,0.0,3.0,0.0,19.0,72.0,8.0,60.0,4.0,montana,1.0
50,Treasure,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,montana,0.0
51,Valley,8.0,1.0,2.0,0.0,5.0,9.0,4.0,5.0,0.0,montana,0.0
52,Wheatland,10.0,0.0,1.0,0.0,9.0,6.0,1.0,4.0,1.0,montana,0.0
53,Wibaux,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,montana,0.0
0,Adams,523.0,11.0,94.0,93.0,325.0,2954.0,437.0,1582.0,935.0,colorado,33.0
1,Arapahoe,269.0,4.0,74.0,46.0,145.0,1381.0,269.0,904.0,208.0,colorado,25.0
2,Boulder,83.0,1.0,20.0,6.0,56.0,586.0,161.0,388.0,37.0,colorado,10.0
3,Clear Creek,15.0,0.0,1.0,0.0,14.0,64.0,10.0,48.0,6.0,colorado,18.0
4,Douglas,326.0,2.0,133.0,7.0,184.0,1939.0,380.0,1366.0,193.0,colorado,29.0
5,El Paso,390.0,7.0,80.0,25.0,278.0,2186.0,402.0,1526.0,258.0,colorado,30.0
6,Gilpin,4.0,0.0,1.0,0.0,3.0,47.0,12.0,32.0,3.0,colorado,1.0
7,Jefferson,224.0,2.0,66.0,15.0,141.0,2889.0,454.0,2167.0,268.0,colorado,13.0
8,Larimer,171.0,2.0,26.0,10.0,133.0,930.0,208.0,625.0,97.0,colorado,7.0
9,Mesa,180.0,5.0,51.0,6.0,118.0,1258.0,237.0,924.0,97.0,colorado,8.0
10,Park,16.0,1.0,2.0,0.0,13.0,67.0,28.0,29.0,10.0,colorado,2.0
11,Pueblo,35.0,2.0,1.0,6.0,26.0,1309.0,291.0,858.0,160.0,colorado,3.0
12,Teller,6.0,0.0,1.0,0.0,5.0,90.0,23.0,59.0,8.0,colorado,1.0
13,Weld,102.0,0.0,12.0,6.0,84.0,847.0,259.0,472.0,116.0,colorado,4.0
14,Alamosa,6.0,0.0,2.0,0.0,4.0,73.0,9.0,59.0,5.0,colorado,0.0
15,Archuleta,19.0,0.0,3.0,1.0,15.0,106.0,32.0,71.0,3.0,colorado,0.0
16,Baca,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,colorado,0.0
17,Bent,7.0,0.0,2.0,1.0,4.0,139.0,63.0,71.0,5.0,colorado,1.0
18,Chaffee,0.0,0.0,0.0,0.0,0.0,70.0,12.0,52.0,6.0,colorado,0.0
19,Cheyenne,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,colorado,0.0
20,Conejos,6.0,0.0,1.0,0.0,5.0,62.0,59.0,1.0,2.0,colorado,0.0
21,Crowley,5.0,1.0,1.0,0.0,3.0,58.0,31.0,20.0,7.0,colorado,0.0
22,Custer,7.0,0.0,1.0,0.0,6.0,99.0,22.0,70.0,7.0,colorado,5.0
23,Delta,16.0,0.0,13.0,1.0,2.0,149.0,49.0,79.0,21.0,colorado,0.0
24,Dolores,5.0,0.0,0.0,1.0,4.0,17.0,7.0,8.0,2.0,colorado,0.0
25,Eagle3,33.0,0.0,14.0,0.0,19.0,,37.0,,15.0,colorado,3.0
26,Fremont,28.0,0.0,1.0,3.0,24.0,208.0,60.0,123.0,25.0,colorado,2.0
27,Garfield,39.0,1.0,15.0,2.0,21.0,231.0,57.0,156.0,18.0,colorado,3.0
28,Gunnison,3.0,0.0,0.0,1.0,2.0,25.0,1.0,23.0,1.0,colorado,0.0
29,Hinsdale,4.0,0.0,1.0,0.0,3.0,6.0,2.0,4.0,0.0,colorado,0.0
30,Jackson,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,colorado,0.0
31,Kit Carson,5.0,0.0,0.0,0.0,5.0,36.0,11.0,21.0,4.0,colorado,0.0
32,La Plata,49.0,0.0,22.0,1.0,26.0,265.0,75.0,164.0,26.0,colorado,3.0
33,Lake,6.0,0.0,3.0,0.0,3.0,41.0,5.0,34.0,2.0,colorado,1.0
34,Lincoln,1.0,0.0,0.0,0.0,1.0,23.0,13.0,7.0,3.0,colorado,0.0
35,Logan,15.0,0.0,11.0,0.0,4.0,125.0,39.0,58.0,28.0,colorado,0.0
36,Moffat,3.0,0.0,1.0,0.0,2.0,45.0,10.0,31.0,4.0,colorado,1.0
37,Montezuma,21.0,0.0,1.0,2.0,18.0,174.0,47.0,117.0,10.0,colorado,1.0
38,Montrose,12.0,0.0,6.0,1.0,5.0,229.0,93.0,118.0,18.0,colorado,2.0
39,Morgan,10.0,0.0,0.0,1.0,9.0,116.0,35.0,71.0,10.0,colorado,4.0
40,Otero,8.0,0.0,0.0,0.0,8.0,78.0,34.0,36.0,8.0,colorado,0.0
41,Phillips,3.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,colorado,0.0
42,Pitkin,5.0,0.0,3.0,0.0,2.0,55.0,6.0,41.0,8.0,colorado,2.0
43,Prowers,3.0,0.0,1.0,0.0,2.0,23.0,6.0,12.0,5.0,colorado,0.0
44,Rio Blanco,0.0,0.0,0.0,0.0,0.0,25.0,2.0,22.0,1.0,colorado,0.0
45,Rio Grande,2.0,0.0,0.0,0.0,2.0,12.0,6.0,4.0,2.0,colorado,0.0
46,Routt,7.0,0.0,6.0,0.0,1.0,37.0,6.0,28.0,3.0,colorado,1.0
47,Saguache,4.0,0.0,0.0,0.0,4.0,25.0,7.0,14.0,4.0,colorado,0.0
48,San Juan,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,1.0,colorado,0.0
49,San Miguel,7.0,0.0,1.0,0.0,6.0,3.0,2.0,1.0,0.0,colorado,0.0
50,Summit,30.0,0.0,20.0,2.0,8.0,241.0,49.0,183.0,9.0,colorado,2.0
51,Washington,7.0,0.0,5.0,0.0,2.0,88.0,24.0,61.0,3.0,colorado,1.0
52,,,,,,,,,,,colorado,0.0
0,Albany,19.0,0.0,7.0,0.0,12.0,157.0,24.0,124.0,9.0,new-york,0.0
1,Broome,45.0,0.0,13.0,5.0,27.0,528.0,141.0,362.0,25.0,new-york,0.0
2,Chemung,20.0,1.0,5.0,2.0,12.0,390.0,40.0,342.0,8.0,new-york,1.0
3,Dutchess,35.0,0.0,17.0,2.0,16.0,496.0,112.0,378.0,6.0,new-york,0.0
4,Erie,71.0,0.0,0.0,12.0,59.0,762.0,141.0,600.0,21.0,new-york,5.0
5,Herkimer,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,new-york,0.0
6,Jefferson,38.0,0.0,15.0,1.0,22.0,272.0,48.0,218.0,6.0,new-york,0.0
7,Livingston,31.0,1.0,10.0,0.0,20.0,312.0,48.0,249.0,15.0,new-york,0.0
8,Madison,16.0,0.0,9.0,0.0,7.0,116.0,24.0,81.0,11.0,new-york,1.0
9,Nassau,1157.0,12.0,38.0,478.0,629.0,10660.0,1144.0,9054.0,462.0,new-york,68.0
10,Niagara,70.0,0.0,17.0,20.0,33.0,822.0,166.0,609.0,47.0,new-york,3.0
11,Oneida,71.0,0.0,45.0,1.0,25.0,342.0,96.0,229.0,17.0,new-york,1.0
12,Onondaga,187.0,4.0,42.0,34.0,107.0,1783.0,306.0,1409.0,68.0,new-york,9.0
13,Ontario,61.0,0.0,28.0,7.0,26.0,904.0,157.0,730.0,17.0,new-york,0.0
14,Orange,14.0,0.0,0.0,1.0,13.0,17.0,0.0,17.0,0.0,new-york,1.0
15,Orleans,20.0,0.0,8.0,1.0,11.0,200.0,56.0,140.0,4.0,new-york,0.0
16,Oswego,56.0,0.0,26.0,3.0,27.0,304.0,68.0,218.0,18.0,new-york,0.0
17,Putnam,16.0,0.0,3.0,4.0,9.0,291.0,44.0,243.0,4.0,new-york,0.0
18,Rensselaer,15.0,1.0,2.0,3.0,9.0,249.0,39.0,201.0,9.0,new-york,2.0
19,Rockland,7.0,0.0,0.0,0.0,7.0,33.0,2.0,30.0,1.0,new-york,0.0
20,Saratoga,85.0,2.0,14.0,2.0,67.0,1102.0,167.0,892.0,43.0,new-york,0.0
21,Schenectady,1.0,0.0,,1.0,0.0,16.0,6.0,9.0,1.0,new-york,0.0
22,Schoharie,2.0,0.0,2.0,0.0,0.0,49.0,15.0,34.0,0.0,new-york,2.0
23,Suffolk,63.0,0.0,,0.0,63.0,0.0,0.0,0.0,0.0,new-york,0.0
24,Suffolk County Police Department,1577.0,33.0,109.0,541.0,894.0,18254.0,1743.0,15432.0,1079.0,new-york,109.0
25,Tioga,16.0,1.0,2.0,1.0,12.0,181.0,51.0,119.0,11.0,new-york,1.0
26,Ulster,30.0,1.0,4.0,1.0,24.0,212.0,44.0,150.0,18.0,new-york,0.0
27,Warren,44.0,0.0,17.0,5.0,22.0,620.0,77.0,541.0,2.0,new-york,1.0
28,Washington,27.0,0.0,20.0,0.0,7.0,169.0,31.0,133.0,5.0,new-york,0.0
29,Westchester Public Safety,72.0,0.0,,7.0,63.0,305.0,19.0,270.0,16.0,new-york,5.0
30,Yates,16.0,0.0,5.0,1.0,10.0,216.0,58.0,156.0,2.0,new-york,0.0
31,Allegany,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,new-york,0.0
32,Cattaraugus,34.0,0.0,19.0,1.0,14.0,282.0,80.0,180.0,22.0,new-york,4.0
33,Cayuga,22.0,1.0,15.0,2.0,4.0,166.0,49.0,113.0,4.0,new-york,1.0
34,Chautauqua,51.0,0.0,17.0,6.0,28.0,571.0,181.0,368.0,22.0,new-york,2.0
35,Chenango,22.0,0.0,8.0,0.0,14.0,319.0,69.0,248.0,2.0,new-york,0.0
36,Clinton,8.0,0.0,0.0,0.0,8.0,13.0,2.0,11.0,0.0,new-york,0.0
37,Columbia,19.0,0.0,4.0,1.0,14.0,285.0,77.0,203.0,5.0,new-york,0.0
38,Cortland,7.0,0.0,4.0,2.0,1.0,246.0,43.0,203.0,0.0,new-york,0.0
39,Delaware,29.0,0.0,22.0,3.0,4.0,110.0,31.0,73.0,6.0,new-york,0.0
40,Essex,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,new-york,0.0
41,Franklin,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,new-york,0.0
