,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson,State,Rape
49,Parker,100.0,2.0,4.0,70.0,751.0,188.0,474.0,89.0,2.0,texas,24.0
50,Randall,61.0,0.0,3.0,32.0,249.0,94.0,122.0,33.0,1.0,texas,26.0
51,Robertson,8.0,1.0,0.0,6.0,116.0,37.0,65.0,14.0,0.0,texas,1.0
52,Rockwall,13.0,0.0,0.0,9.0,91.0,15.0,50.0,26.0,1.0,texas,4.0
53,Rusk,33.0,1.0,2.0,23.0,442.0,145.0,240.0,57.0,2.0,texas,7.0
54,San Patricio,37.0,0.0,4.0,33.0,166.0,60.0,80.0,26.0,0.0,texas,0.0
55,Smith,335.0,7.0,18.0,252.0,1453.0,412.0,800.0,241.0,7.0,texas,58.0
56,Tarrant2,123.0,0.0,18.0,77.0,742.0,214.0,456.0,72.0,2.0,texas,28.0
57,Taylor,39.0,0.0,0.0,34.0,89.0,45.0,37.0,7.0,0.0,texas,5.0
58,Tom Green,32.0,1.0,1.0,5.0,254.0,89.0,140.0,25.0,5.0,texas,25.0
59,Travis2,790.0,2.0,71.0,600.0,3240.0,762.0,2192.0,286.0,16.0,texas,117.0
60,Victoria,94.0,3.0,6.0,66.0,399.0,128.0,224.0,47.0,0.0,texas,19.0
61,Wichita,38.0,0.0,1.0,36.0,126.0,42.0,62.0,22.0,0.0,texas,1.0
62,Williamson,152.0,1.0,4.0,90.0,1377.0,295.0,975.0,107.0,9.0,texas,57.0
63,Wilson2,20.0,0.0,0.0,13.0,228.0,94.0,111.0,23.0,3.0,texas,7.0
64,Wise,83.0,2.0,4.0,55.0,323.0,114.0,170.0,39.0,1.0,texas,22.0
65,Anderson,30.0,2.0,2.0,23.0,363.0,150.0,171.0,42.0,0.0,texas,3.0
66,Angelina,97.0,1.0,5.0,64.0,567.0,183.0,330.0,54.0,1.0,texas,27.0
67,Aransas,60.0,0.0,3.0,44.0,240.0,62.0,164.0,14.0,0.0,texas,13.0
68,Bailey2,3.0,0.0,0.0,2.0,36.0,15.0,20.0,1.0,0.0,texas,1.0
69,Bee,21.0,0.0,0.0,18.0,159.0,56.0,93.0,10.0,1.0,texas,3.0
70,Borden2,1.0,0.0,0.0,0.0,10.0,5.0,4.0,1.0,0.0,texas,1.0
71,Bosque2,27.0,0.0,0.0,24.0,71.0,38.0,24.0,9.0,1.0,texas,3.0
72,Brewster,7.0,0.0,0.0,6.0,10.0,4.0,3.0,3.0,0.0,texas,1.0
73,Briscoe,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,texas,0.0
74,Brooks,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,texas,0.0
75,Brown2,31.0,0.0,1.0,23.0,189.0,62.0,114.0,13.0,4.0,texas,7.0
76,Burnet,54.0,0.0,2.0,41.0,219.0,65.0,119.0,35.0,2.0,texas,11.0
77,Calhoun,22.0,0.0,0.0,14.0,103.0,26.0,71.0,6.0,0.0,texas,8.0
78,Camp2,9.0,0.0,0.0,7.0,67.0,31.0,29.0,7.0,2.0,texas,2.0
79,Cass,32.0,0.0,1.0,28.0,174.0,61.0,92.0,21.0,5.0,texas,3.0
80,Castro,6.0,0.0,0.0,6.0,47.0,13.0,26.0,8.0,0.0,texas,0.0
81,Cherokee,61.0,1.0,2.0,51.0,362.0,117.0,198.0,47.0,2.0,texas,7.0
82,Childress,1.0,0.0,0.0,1.0,7.0,1.0,5.0,1.0,0.0,texas,0.0
83,Cochran2,3.0,0.0,0.0,3.0,27.0,12.0,15.0,0.0,1.0,texas,0.0
84,Coke,2.0,0.0,0.0,2.0,14.0,10.0,0.0,4.0,0.0,texas,0.0
85,Colorado,19.0,1.0,1.0,10.0,117.0,29.0,77.0,11.0,2.0,texas,7.0
86,Comanche,3.0,0.0,0.0,3.0,58.0,11.0,41.0,6.0,0.0,texas,0.0
87,Concho,11.0,0.0,0.0,11.0,8.0,8.0,0.0,0.0,0.0,texas,0.0
88,Cooke2,33.0,3.0,3.0,19.0,100.0,38.0,51.0,11.0,2.0,texas,8.0
89,Crockett,2.0,0.0,1.0,1.0,18.0,9.0,5.0,4.0,0.0,texas,0.0
90,Culberson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas,0.0
91,Dallam,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,texas,0.0
92,Dawson2,2.0,0.0,0.0,2.0,64.0,27.0,25.0,12.0,0.0,texas,0.0
93,Deaf Smith,8.0,0.0,0.0,7.0,60.0,18.0,32.0,10.0,0.0,texas,1.0
94,Delta,1.0,0.0,0.0,1.0,27.0,10.0,16.0,1.0,1.0,texas,0.0
95,DeWitt,33.0,1.0,0.0,25.0,120.0,47.0,66.0,7.0,2.0,texas,7.0
96,Dimmit,11.0,1.0,0.0,8.0,139.0,39.0,93.0,7.0,0.0,texas,2.0
97,Donley2,4.0,2.0,0.0,2.0,30.0,12.0,16.0,2.0,0.0,texas,0.0
98,Duval,12.0,0.0,0.0,12.0,104.0,24.0,41.0,39.0,0.0,texas,0.0
99,Eastland2,5.0,2.0,0.0,1.0,22.0,9.0,5.0,8.0,0.0,texas,2.0
100,Edwards,2.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,2.0,texas,1.0
101,Erath2,50.0,2.0,2.0,37.0,93.0,52.0,30.0,11.0,0.0,texas,9.0
102,Fannin,42.0,1.0,0.0,33.0,194.0,51.0,114.0,29.0,1.0,texas,8.0
103,Fayette,11.0,0.0,1.0,4.0,123.0,41.0,76.0,6.0,0.0,texas,6.0
104,Floyd2,12.0,0.0,1.0,11.0,25.0,5.0,19.0,1.0,2.0,texas,0.0
105,Freestone2,22.0,0.0,3.0,16.0,131.0,55.0,68.0,8.0,2.0,texas,3.0
106,Frio,9.0,0.0,0.0,9.0,60.0,17.0,34.0,9.0,0.0,texas,0.0
107,Gaines,11.0,2.0,1.0,6.0,88.0,29.0,49.0,10.0,10.0,texas,2.0
108,Garza,15.0,0.0,0.0,10.0,30.0,17.0,11.0,2.0,0.0,texas,5.0
109,Gillespie,12.0,1.0,0.0,8.0,55.0,6.0,46.0,3.0,1.0,texas,3.0
110,Gonzales,25.0,0.0,0.0,18.0,116.0,27.0,83.0,6.0,2.0,texas,7.0
111,Gray2,15.0,0.0,2.0,12.0,59.0,19.0,36.0,4.0,0.0,texas,1.0
112,Hale,16.0,0.0,0.0,16.0,64.0,25.0,38.0,1.0,1.0,texas,0.0
113,Hall,3.0,1.0,0.0,2.0,7.0,2.0,5.0,0.0,0.0,texas,0.0
114,Hamilton2,4.0,0.0,0.0,2.0,15.0,4.0,8.0,3.0,0.0,texas,2.0
115,Hansford2,1.0,0.0,0.0,1.0,11.0,4.0,3.0,4.0,0.0,texas,0.0
116,Hardeman,5.0,0.0,0.0,5.0,13.0,3.0,10.0,0.0,0.0,texas,0.0
117,Hartley,0.0,0.0,0.0,0.0,10.0,3.0,3.0,4.0,0.0,texas,0.0
118,Haskell,1.0,0.0,0.0,1.0,8.0,2.0,6.0,0.0,0.0,texas,0.0
119,Hemphill2,2.0,0.0,0.0,2.0,13.0,1.0,12.0,0.0,0.0,texas,0.0
120,Henderson,141.0,2.0,5.0,76.0,584.0,281.0,242.0,61.0,0.0,texas,58.0
121,Hill,31.0,1.0,1.0,17.0,234.0,56.0,154.0,24.0,2.0,texas,12.0
122,Hockley2,13.0,0.0,2.0,9.0,71.0,30.0,34.0,7.0,0.0,texas,2.0
123,Hood,55.0,0.0,2.0,42.0,356.0,99.0,205.0,52.0,2.0,texas,11.0
124,Hopkins2,27.0,1.0,0.0,17.0,61.0,17.0,26.0,18.0,0.0,texas,9.0
125,Houston,2.0,0.0,0.0,2.0,102.0,43.0,53.0,6.0,0.0,texas,0.0
126,Howard2,53.0,0.0,0.0,49.0,273.0,53.0,172.0,48.0,4.0,texas,4.0
127,Hutchinson,11.0,0.0,0.0,8.0,71.0,26.0,42.0,3.0,0.0,texas,3.0
128,Jack,9.0,0.0,2.0,7.0,36.0,15.0,13.0,8.0,0.0,texas,0.0
129,Jackson,6.0,0.0,0.0,5.0,51.0,10.0,34.0,7.0,0.0,texas,1.0
130,Jasper,72.0,2.0,2.0,50.0,403.0,155.0,197.0,51.0,1.0,texas,18.0
131,Jim Hogg2,5.0,0.0,0.0,5.0,20.0,10.0,7.0,3.0,1.0,texas,0.0
132,Karnes2,3.0,1.0,0.0,2.0,99.0,45.0,42.0,12.0,0.0,texas,0.0
133,Kenedy,0.0,0.0,0.0,0.0,8.0,2.0,3.0,3.0,0.0,texas,0.0
134,Kerr,51.0,0.0,0.0,30.0,199.0,51.0,133.0,15.0,2.0,texas,21.0
135,Kimble,2.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,texas,1.0
136,Kinney,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,texas,0.0
137,Lamar,28.0,1.0,1.0,17.0,135.0,39.0,88.0,8.0,0.0,texas,9.0
138,Lamb,6.0,0.0,1.0,3.0,61.0,24.0,31.0,6.0,0.0,texas,2.0
139,La Salle,5.0,0.0,1.0,4.0,44.0,7.0,37.0,0.0,0.0,texas,0.0
140,Lavaca,10.0,2.0,0.0,6.0,63.0,16.0,41.0,6.0,0.0,texas,2.0
141,Lee2,25.0,0.0,1.0,22.0,86.0,28.0,49.0,9.0,0.0,texas,2.0
142,Leon,11.0,0.0,0.0,11.0,116.0,36.0,70.0,10.0,0.0,texas,0.0
143,Limestone,14.0,0.0,0.0,12.0,76.0,63.0,10.0,3.0,0.0,texas,2.0
144,Llano2,29.0,1.0,0.0,25.0,145.0,41.0,88.0,16.0,2.0,texas,3.0
145,Madison2,8.0,0.0,1.0,7.0,66.0,34.0,15.0,17.0,0.0,texas,0.0
146,Mason2,8.0,0.0,0.0,7.0,10.0,4.0,5.0,1.0,0.0,texas,1.0
147,Matagorda,62.0,0.0,6.0,37.0,332.0,91.0,214.0,27.0,0.0,texas,19.0
148,McCulloch2,3.0,0.0,0.0,3.0,41.0,17.0,19.0,5.0,0.0,texas,0.0
149,Menard,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,texas,0.0
150,Milam,13.0,0.0,0.0,11.0,87.0,19.0,60.0,8.0,1.0,texas,2.0
151,Mills2,14.0,0.0,0.0,13.0,20.0,11.0,9.0,0.0,0.0,texas,1.0
152,Mitchell,1.0,0.0,0.0,1.0,25.0,5.0,15.0,5.0,0.0,texas,0.0
153,Montague2,33.0,0.0,0.0,26.0,83.0,28.0,48.0,7.0,0.0,texas,7.0
154,Moore2,6.0,1.0,0.0,5.0,39.0,12.0,20.0,7.0,0.0,texas,0.0
155,Morris,10.0,0.0,2.0,4.0,72.0,21.0,48.0,3.0,0.0,texas,4.0
156,Nacogdoches,58.0,2.0,1.0,45.0,270.0,85.0,148.0,37.0,1.0,texas,10.0
157,Navarro,58.0,1.0,3.0,39.0,242.0,105.0,118.0,19.0,2.0,texas,15.0
158,Newton2,22.0,0.0,1.0,20.0,98.0,49.0,38.0,11.0,2.0,texas,1.0
159,Nolan2,4.0,0.0,0.0,4.0,31.0,10.0,21.0,0.0,1.0,texas,0.0
160,Ochiltree2,0.0,0.0,0.0,0.0,22.0,7.0,12.0,3.0,0.0,texas,0.0
161,Palo Pinto2,9.0,0.0,1.0,4.0,68.0,22.0,34.0,12.0,0.0,texas,4.0
162,Panola,26.0,1.0,3.0,10.0,260.0,75.0,165.0,20.0,2.0,texas,12.0
163,Pecos,1.0,0.0,0.0,1.0,98.0,15.0,66.0,17.0,0.0,texas,0.0
164,Polk,76.0,5.0,7.0,31.0,671.0,212.0,379.0,80.0,8.0,texas,33.0
165,Rains,8.0,0.0,0.0,8.0,48.0,19.0,24.0,5.0,0.0,texas,0.0
166,Reagan,7.0,0.0,0.0,7.0,32.0,11.0,18.0,3.0,0.0,texas,0.0
167,Real,3.0,0.0,0.0,3.0,59.0,15.0,39.0,5.0,1.0,texas,0.0
168,Refugio,3.0,0.0,0.0,1.0,52.0,30.0,19.0,3.0,0.0,texas,2.0
169,Roberts2,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,texas,0.0
170,Runnels,1.0,0.0,0.0,1.0,11.0,5.0,6.0,0.0,0.0,texas,0.0
171,Sabine2,14.0,0.0,0.0,9.0,73.0,39.0,24.0,10.0,0.0,texas,5.0
172,San Augustine2,13.0,0.0,0.0,12.0,57.0,34.0,16.0,7.0,0.0,texas,1.0
173,San Jacinto,44.0,0.0,1.0,17.0,330.0,115.0,173.0,42.0,0.0,texas,26.0
174,Schleicher2,4.0,0.0,0.0,4.0,13.0,6.0,6.0,1.0,0.0,texas,0.0
175,Scurry,7.0,0.0,0.0,5.0,44.0,15.0,28.0,1.0,0.0,texas,2.0
176,Shelby,40.0,1.0,2.0,37.0,189.0,61.0,90.0,38.0,3.0,texas,0.0
177,Sherman,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,texas,0.0
178,Somervell,4.0,0.0,0.0,4.0,30.0,11.0,16.0,3.0,0.0,texas,0.0
179,Starr,79.0,1.0,6.0,61.0,232.0,72.0,126.0,34.0,3.0,texas,11.0
180,Stephens,1.0,0.0,0.0,0.0,21.0,9.0,9.0,3.0,0.0,texas,1.0
181,Stonewall,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,texas,0.0
182,Sutton2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,texas,0.0
183,Swisher2,7.0,0.0,1.0,5.0,24.0,7.0,13.0,4.0,0.0,texas,1.0
184,Terry,1.0,0.0,0.0,1.0,30.0,15.0,9.0,6.0,0.0,texas,0.0
185,Titus2,50.0,0.0,3.0,44.0,162.0,55.0,88.0,19.0,2.0,texas,3.0
186,Tyler2,67.0,5.0,1.0,55.0,252.0,121.0,92.0,39.0,4.0,texas,6.0
187,Upton2,2.0,0.0,0.0,2.0,31.0,3.0,25.0,3.0,0.0,texas,0.0
188,Uvalde,16.0,1.0,0.0,15.0,85.0,30.0,46.0,9.0,2.0,texas,0.0
189,Val Verde,29.0,0.0,1.0,25.0,87.0,41.0,41.0,5.0,0.0,texas,3.0
190,Walker2,52.0,0.0,3.0,38.0,186.0,61.0,93.0,32.0,2.0,texas,11.0
191,Ward,27.0,0.0,3.0,21.0,218.0,38.0,173.0,7.0,0.0,texas,3.0
192,Washington,50.0,0.0,2.0,37.0,140.0,47.0,79.0,14.0,1.0,texas,11.0
193,Wharton,68.0,0.0,4.0,52.0,230.0,73.0,127.0,30.0,2.0,texas,12.0
194,Wheeler2,5.0,0.0,0.0,5.0,11.0,1.0,7.0,3.0,0.0,texas,0.0
195,Wilbarger2,2.0,0.0,0.0,0.0,13.0,2.0,10.0,1.0,0.0,texas,2.0
196,Willacy2,24.0,0.0,0.0,16.0,123.0,43.0,75.0,5.0,1.0,texas,8.0
197,Winkler,9.0,1.0,0.0,6.0,80.0,10.0,55.0,15.0,0.0,texas,2.0
198,Wood,75.0,0.0,6.0,30.0,225.0,65.0,127.0,33.0,0.0,texas,39.0
199,Yoakum,3.0,0.0,0.0,2.0,18.0,9.0,5.0,4.0,0.0,texas,1.0
200,Young2,12.0,0.0,1.0,4.0,35.0,16.0,13.0,6.0,0.0,texas,7.0
201,Zapata,52.0,0.0,5.0,46.0,183.0,76.0,105.0,2.0,0.0,texas,1.0
202,Zavala,12.0,0.0,0.0,8.0,32.0,19.0,8.0,5.0,0.0,texas,4.0
0,Burleigh,12.0,0.0,0.0,7.0,97.0,23.0,60.0,14.0,1.0,north_dakota,5.0
1,Cass,18.0,0.0,2.0,12.0,141.0,49.0,71.0,21.0,1.0,north_dakota,4.0
2,Grand Forks,15.0,0.0,0.0,11.0,89.0,18.0,52.0,19.0,0.0,north_dakota,4.0
3,Morton,3.0,0.0,0.0,3.0,113.0,18.0,85.0,10.0,1.0,north_dakota,0.0
4,Oliver,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,north_dakota,0.0
5,Adams,2.0,0.0,0.0,1.0,9.0,2.0,6.0,1.0,0.0,north_dakota,1.0
6,Barnes,2.0,0.0,0.0,2.0,18.0,6.0,10.0,2.0,0.0,north_dakota,0.0
7,Benson,1.0,0.0,0.0,1.0,13.0,2.0,7.0,4.0,0.0,north_dakota,0.0
8,Billings,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,north_dakota,0.0
9,Bottineau,4.0,0.0,0.0,0.0,55.0,14.0,29.0,12.0,0.0,north_dakota,4.0
10,Bowman,1.0,0.0,0.0,0.0,10.0,3.0,3.0,4.0,0.0,north_dakota,1.0
11,Burke,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,north_dakota,0.0
12,Cavalier,2.0,0.0,0.0,1.0,11.0,3.0,6.0,2.0,0.0,north_dakota,1.0
13,Dickey,0.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,north_dakota,0.0
14,Divide,2.0,0.0,0.0,1.0,6.0,0.0,5.0,1.0,0.0,north_dakota,1.0
15,Dunn,5.0,0.0,0.0,4.0,14.0,3.0,9.0,2.0,0.0,north_dakota,1.0
16,Eddy,1.0,0.0,0.0,0.0,20.0,3.0,13.0,4.0,0.0,north_dakota,1.0
17,Emmons,3.0,0.0,0.0,2.0,28.0,7.0,20.0,1.0,0.0,north_dakota,1.0
18,Foster,0.0,0.0,0.0,0.0,10.0,1.0,4.0,5.0,0.0,north_dakota,0.0
19,Golden Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,north_dakota,0.0
20,Grant,1.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,north_dakota,1.0
21,Griggs,3.0,0.0,0.0,1.0,6.0,1.0,4.0,1.0,0.0,north_dakota,2.0
22,Hettinger,1.0,0.0,0.0,1.0,22.0,2.0,15.0,5.0,0.0,north_dakota,0.0
23,Kidder,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,north_dakota,0.0
24,Lamoure,3.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,north_dakota,0.0
25,Logan,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,north_dakota,0.0
26,McHenry,6.0,0.0,0.0,4.0,34.0,7.0,20.0,7.0,1.0,north_dakota,2.0
27,McIntosh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,north_dakota,0.0
28,McKenzie,15.0,0.0,0.0,7.0,167.0,25.0,114.0,28.0,1.0,north_dakota,8.0
29,McLean,12.0,0.0,0.0,9.0,79.0,21.0,52.0,6.0,0.0,north_dakota,3.0
30,Mercer,1.0,0.0,0.0,0.0,16.0,10.0,5.0,1.0,0.0,north_dakota,1.0
31,Mountrail,2.0,1.0,0.0,0.0,58.0,4.0,48.0,6.0,0.0,north_dakota,1.0
32,Nelson,5.0,0.0,0.0,5.0,15.0,4.0,9.0,2.0,0.0,north_dakota,0.0
33,Pembina,6.0,0.0,0.0,6.0,36.0,11.0,20.0,5.0,0.0,north_dakota,0.0
34,Pierce,0.0,0.0,0.0,0.0,11.0,3.0,7.0,1.0,0.0,north_dakota,0.0
35,Ramsey,3.0,0.0,0.0,2.0,18.0,2.0,12.0,4.0,0.0,north_dakota,1.0
36,Ransom,3.0,1.0,0.0,2.0,26.0,11.0,9.0,6.0,1.0,north_dakota,0.0
37,Renville,2.0,0.0,0.0,1.0,24.0,5.0,17.0,2.0,0.0,north_dakota,1.0
38,Richland,8.0,0.0,0.0,8.0,94.0,27.0,51.0,16.0,0.0,north_dakota,0.0
39,Rolette,4.0,0.0,0.0,3.0,38.0,9.0,23.0,6.0,0.0,north_dakota,1.0
40,Sargent,7.0,0.0,0.0,6.0,21.0,10.0,10.0,1.0,2.0,north_dakota,1.0
41,Sheridan,1.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,north_dakota,0.0
42,Sioux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,north_dakota,0.0
43,Slope,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,north_dakota,0.0
44,Stark,5.0,0.0,0.0,5.0,55.0,9.0,42.0,4.0,1.0,north_dakota,0.0
45,Steele,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,north_dakota,0.0
46,Stutsman,2.0,0.0,0.0,1.0,33.0,11.0,12.0,10.0,0.0,north_dakota,1.0
47,Towner,0.0,0.0,0.0,0.0,16.0,3.0,9.0,4.0,1.0,north_dakota,0.0
48,Traill,3.0,0.0,0.0,2.0,54.0,18.0,28.0,8.0,2.0,north_dakota,1.0
49,Walsh,7.0,1.0,0.0,4.0,96.0,35.0,52.0,9.0,0.0,north_dakota,2.0
50,Ward,38.0,1.0,2.0,26.0,182.0,65.0,82.0,35.0,5.0,north_dakota,9.0
51,Wells,3.0,0.0,0.0,2.0,7.0,5.0,1.0,1.0,1.0,north_dakota,1.0
0,Berkeley,55.0,2.0,0.0,48.0,88.0,5.0,81.0,2.0,0.0,west_virginia,5.0
1,Brooke,4.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,1.0,west_virginia,3.0
2,Fayette,49.0,2.0,2.0,45.0,347.0,108.0,194.0,45.0,5.0,west_virginia,0.0
3,Hampshire,25.0,0.0,1.0,22.0,118.0,42.0,61.0,15.0,1.0,west_virginia,2.0
4,Hancock,7.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,west_virginia,1.0
5,Jackson,44.0,0.0,0.0,41.0,26.0,7.0,14.0,5.0,1.0,west_virginia,3.0
6,Jefferson,40.0,1.0,7.0,24.0,214.0,27.0,167.0,20.0,1.0,west_virginia,8.0
7,Kanawha,380.0,10.0,13.0,326.0,1361.0,463.0,688.0,210.0,17.0,west_virginia,31.0
8,Marshall,9.0,0.0,0.0,9.0,67.0,25.0,35.0,7.0,0.0,west_virginia,0.0
9,Mineral,2.0,0.0,0.0,2.0,40.0,8.0,32.0,0.0,0.0,west_virginia,0.0
10,Monongalia,136.0,0.0,2.0,124.0,487.0,161.0,297.0,29.0,1.0,west_virginia,10.0
11,Morgan,59.0,0.0,2.0,53.0,71.0,15.0,50.0,6.0,0.0,west_virginia,4.0
12,Preston,10.0,1.0,3.0,3.0,133.0,2.0,119.0,12.0,0.0,west_virginia,3.0
13,Wirt,14.0,0.0,0.0,13.0,22.0,12.0,8.0,2.0,0.0,west_virginia,1.0
14,Wood,105.0,3.0,4.0,88.0,489.0,146.0,292.0,51.0,4.0,west_virginia,10.0
15,Calhoun,0.0,0.0,0.0,0.0,10.0,3.0,5.0,2.0,0.0,west_virginia,0.0
16,Doddridge,1.0,0.0,1.0,0.0,32.0,15.0,17.0,0.0,0.0,west_virginia,0.0
17,Greenbrier,14.0,1.0,1.0,10.0,63.0,26.0,32.0,5.0,1.0,west_virginia,2.0
18,Hardy,33.0,0.0,0.0,33.0,13.0,5.0,5.0,3.0,0.0,west_virginia,0.0
19,Lewis,3.0,0.0,1.0,2.0,22.0,10.0,6.0,6.0,0.0,west_virginia,0.0
20,Logan,131.0,1.0,0.0,126.0,4.0,0.0,4.0,0.0,3.0,west_virginia,4.0
21,McDowell,3.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,1.0,west_virginia,0.0
22,Mercer,83.0,4.0,10.0,61.0,306.0,106.0,163.0,37.0,7.0,west_virginia,8.0
23,Monroe,1.0,0.0,0.0,0.0,33.0,11.0,18.0,4.0,0.0,west_virginia,1.0
24,Nicholas,120.0,0.0,0.0,116.0,13.0,0.0,13.0,0.0,2.0,west_virginia,4.0
25,Randolph,80.0,0.0,0.0,76.0,174.0,66.0,102.0,6.0,3.0,west_virginia,4.0
26,Roane,4.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,west_virginia,0.0
27,Summers,10.0,0.0,0.0,10.0,25.0,3.0,17.0,5.0,0.0,west_virginia,0.0
28,Upshur,3.0,0.0,0.0,1.0,11.0,1.0,9.0,1.0,0.0,west_virginia,2.0
29,Wetzel,41.0,0.0,0.0,39.0,22.0,9.0,8.0,5.0,1.0,west_virginia,2.0
0,Cochise,47.0,0.0,3.0,43.0,531.0,195.0,273.0,63.0,5.0,arizona,1.0
1,Coconino,127.0,6.0,1.0,103.0,264.0,59.0,180.0,25.0,6.0,arizona,17.0
2,Mohave,135.0,3.0,19.0,107.0,1983.0,573.0,1197.0,213.0,13.0,arizona,6.0
3,Pinal,197.0,3.0,18.0,171.0,1469.0,321.0,987.0,161.0,0.0,arizona,5.0
4,Yavapai,193.0,5.0,4.0,184.0,860.0,155.0,608.0,97.0,10.0,arizona,0.0
5,Yuma,136.0,7.0,6.0,106.0,807.0,223.0,502.0,82.0,7.0,arizona,17.0
6,Gila,176.0,1.0,5.0,167.0,384.0,65.0,252.0,67.0,0.0,arizona,3.0
7,Graham,61.0,4.0,0.0,57.0,104.0,20.0,76.0,8.0,12.0,arizona,0.0
8,La Paz,40.0,1.0,3.0,34.0,310.0,87.0,181.0,42.0,1.0,arizona,2.0
9,Navajo,43.0,1.0,5.0,37.0,341.0,192.0,115.0,34.0,5.0,arizona,0.0
10,Santa Cruz,1.0,0.0,0.0,1.0,117.0,35.0,66.0,16.0,0.0,arizona,0.0
0,Cochise,47.0,0.0,3.0,43.0,531.0,195.0,273.0,63.0,5.0,output,1.0
1,Coconino,127.0,6.0,1.0,103.0,264.0,59.0,180.0,25.0,6.0,output,17.0
2,Mohave,135.0,3.0,19.0,107.0,1983.0,573.0,1197.0,213.0,13.0,output,6.0
3,Pinal,197.0,3.0,18.0,171.0,1469.0,321.0,987.0,161.0,0.0,output,5.0
4,Yavapai,193.0,5.0,4.0,184.0,860.0,155.0,608.0,97.0,10.0,output,0.0
5,Yuma,136.0,7.0,6.0,106.0,807.0,223.0,502.0,82.0,7.0,output,17.0
6,Gila,176.0,1.0,5.0,167.0,384.0,65.0,252.0,67.0,0.0,output,3.0
7,Graham,61.0,4.0,0.0,57.0,104.0,20.0,76.0,8.0,12.0,output,0.0
8,La Paz,40.0,1.0,3.0,34.0,310.0,87.0,181.0,42.0,1.0,output,2.0
9,Navajo,43.0,1.0,5.0,37.0,341.0,192.0,115.0,34.0,5.0,output,0.0
10,Santa Cruz,1.0,0.0,0.0,1.0,117.0,35.0,66.0,16.0,0.0,output,0.0
0,Canadian,19.0,1.0,1.0,11.0,151.0,31.0,93.0,27.0,2.0,oklahoma,6.0
1,Cleveland,30.0,1.0,1.0,23.0,245.0,79.0,135.0,31.0,1.0,oklahoma,5.0
2,Comanche,17.0,0.0,0.0,13.0,215.0,100.0,79.0,36.0,4.0,oklahoma,4.0
3,Cotton,0.0,0.0,0.0,0.0,21.0,3.0,16.0,2.0,1.0,oklahoma,0.0
4,Creek,65.0,2.0,3.0,46.0,374.0,126.0,178.0,70.0,3.0,oklahoma,14.0
5,Garfield,12.0,0.0,0.0,9.0,157.0,38.0,107.0,12.0,2.0,oklahoma,3.0
6,Grady,24.0,0.0,1.0,19.0,321.0,86.0,177.0,58.0,4.0,oklahoma,4.0
7,Lincoln,48.0,1.0,4.0,31.0,289.0,110.0,132.0,47.0,4.0,oklahoma,12.0
8,Logan,36.0,0.0,3.0,24.0,384.0,136.0,194.0,54.0,1.0,oklahoma,9.0
9,McClain,27.0,1.0,1.0,21.0,280.0,109.0,134.0,37.0,3.0,oklahoma,4.0
10,Oklahoma,35.0,1.0,2.0,30.0,227.0,72.0,94.0,61.0,0.0,oklahoma,2.0
11,Okmulgee,42.0,2.0,2.0,28.0,216.0,111.0,70.0,35.0,2.0,oklahoma,10.0
12,Osage,56.0,5.0,3.0,40.0,332.0,140.0,153.0,39.0,7.0,oklahoma,8.0
