"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"28037","0","10","70","0","2016","A","",139,1617,60113067,14085455,71091,715,37187,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-1.4,-71,-4.2,97133,0.2,-586697,-4.0,-61098,-46.2,31,4.5,1633,4.6
"28037","1","10","71","0","2016","A","",6,51,2944428,0,0,1105,57452,"",6.95,1.60,1.70,0.00,0.00,1.06,1.06,"",-1,-14.3,-4,-7.3,-198345,-6.3,0,0.0,0,0.0,9,0.8,483,0.8
"28037","2","10","71","0","2016","A","",7,27,734788,0,0,532,27641,"",7.07,0.52,0.36,0.00,0.00,0.70,0.70,"",0,0.0,0,0.0,-21742,-2.9,0,0.0,0,0.0,-15,-2.7,-818,-2.9
"28037","3","10","71","0","2016","A","",12,572,20433531,127430,1270,687,35749,"",4.95,3.58,3.81,0.66,3.14,1.06,1.06,"",0,0.0,-6,-1.0,852037,4.4,7167,6.0,72,6.0,35,5.4,1866,5.5
"28037","5","10","71","0","2016","A","",114,967,36000320,13958025,69821,716,37226,"",0.85,0.70,0.71,1.01,0.99,1.00,1.00,"",-1,-0.9,-61,-5.9,-534817,-1.5,-593864,-4.1,-61170,-46.7,33,4.8,1698,4.8
"28039","0","10","70","0","2016","A","",363,4831,149739297,43938024,254826,596,30996,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.1,-87,-1.8,-6071389,-3.9,-3292679,-7.0,-169499,-39.9,-13,-2.1,-685,-2.2
"28039","1","10","71","0","2016","A","",4,45,2172948,0,0,937,48739,"",1.77,0.47,0.50,0.00,0.00,1.08,1.08,"",-1,-20.0,3,7.1,-19139,-0.9,0,0.0,0,0.0,-79,-7.8,-4082,-7.7
"28039","2","10","71","0","2016","A","",9,50,1399212,0,0,535,27845,"",3.48,0.32,0.27,0.00,0.00,0.84,0.84,"",0,0.0,-3,-5.7,-25480,-1.8,0,0.0,0,0.0,14,2.7,751,2.8
"28039","3","10","71","0","2016","A","",14,1356,49565911,523434,4789,703,36542,"",2.21,2.84,3.71,0.87,3.30,1.30,1.31,"",0,0.0,6,0.4,-404695,-0.8,-6166,-1.2,-38,-0.8,-9,-1.3,-480,-1.3
"28039","5","10","71","0","2016","A","",336,3380,96601226,43414590,250037,550,28583,"",0.96,0.82,0.76,1.01,0.99,0.92,0.92,"",5,1.5,-94,-2.7,-5622075,-5.5,-3286513,-7.0,-169461,-40.4,-16,-2.8,-840,-2.9
"28041","0","10","70","0","2016","A","",146,1919,58739199,15271755,119403,589,30611,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,1.4,-41,-2.1,268802,0.5,-50202,-0.3,-51647,-30.2,15,2.6,778,2.6
"28041","1","10","71","0","2016","A","",4,14,589413,0,0,814,42353,"",4.41,0.37,0.35,0.00,0.00,0.95,0.95,"",-1,-20.0,0,0.0,22919,4.0,0,0.0,0,0.0,26,3.3,1402,3.4
"28041","2","10","71","0","2016","A","N",8,0,0,0,0,0,0,"N",7.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"28041","3","10","71","0","2016","A","N",16,0,0,0,0,0,0,"N",6.29,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"28041","5","10","71","0","2016","A","",118,867,27966128,12535359,99684,620,32253,"",0.83,0.53,0.56,0.84,0.84,1.05,1.06,"",3,2.6,-9,-1.0,-665153,-2.3,-233179,-1.8,-52248,-34.4,-9,-1.4,-444,-1.4
"28043","0","10","70","0","2016","A","",552,10605,352650813,127612534,832459,640,33254,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.5,187,1.8,23995941,7.3,7126196,5.9,-379369,-31.3,33,5.4,1706,5.4
"28043","1","10","71","0","2016","A","",11,231,13432046,0,0,1117,58085,"",3.21,1.11,1.32,0.00,0.00,1.19,1.19,"",-1,-8.3,0,0.0,58469,0.4,0,0.0,0,0.0,5,0.4,274,0.5
"28043","2","10","71","0","2016","A","",12,534,27331248,0,0,984,51158,"",3.05,1.56,2.26,0.00,0.00,1.44,1.44,"",0,0.0,9,1.7,4850193,21.6,0,0.0,0,0.0,160,19.4,8296,19.4
"28043","3","10","71","0","2016","A","",7,1126,34586847,2126158,21256,591,30710,"",0.73,1.08,1.10,1.22,4.49,1.02,1.02,"",0,0.0,17,1.5,983542,2.9,511106,31.6,5110,31.6,8,1.4,414,1.4
"28043","5","10","71","0","2016","A","",522,8713,277300672,125486376,811203,612,31826,"",0.98,0.97,0.93,1.00,0.98,0.96,0.96,"",8,1.6,160,1.9,18103737,7.0,6615090,5.6,-384479,-32.2,29,5.0,1520,5.0
"28045","0","10","70","0","2016","A","",857,13049,615569428,148272475,1202053,907,47173,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.4,-93,-0.7,-795259,-0.1,3732117,2.6,-248375,-17.1,5,0.6,271,0.6
"28045","1","10","71","0","2016","A","",19,1951,173454652,0,0,1710,88917,"",3.57,7.59,9.79,0.00,0.00,1.29,1.29,"",-1,-5.0,14,0.7,2260696,1.3,0,0.0,0,0.0,10,0.6,528,0.6
"28045","2","10","71","0","2016","A","",10,52,1546766,0,0,573,29793,"",1.64,0.12,0.07,0.00,0.00,0.59,0.59,"",0,0.0,-3,-5.5,-63460,-3.9,0,0.0,0,0.0,13,2.3,649,2.2
"28045","3","10","71","0","2016","A","",30,1964,68847915,5278864,31215,674,35052,"",2.01,1.52,1.25,2.60,4.57,0.82,0.82,"",2,7.1,26,1.3,2390378,3.6,218888,4.3,756,2.5,14,2.1,757,2.2
"28045","5","10","71","0","2016","A","",798,9082,371720095,142993611,1170838,787,40927,"",0.96,0.82,0.71,0.98,0.98,0.87,0.87,"",10,1.3,-130,-1.4,-5382873,-1.4,3513229,2.5,-249131,-17.5,0,0.0,-11,0.0
"28047","0","10","70","0","2016","A","",4511,84768,3131691421,946623627,6182421,710,36944,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",86,1.9,1552,1.9,76167035,2.5,10583234,1.1,-3202137,-34.1,4,0.6,226,0.6
"28047","1","10","71","0","2016","A","",68,5574,333957154,0,0,1152,59916,"",2.43,3.34,3.71,0.00,0.00,1.11,1.11,"",-2,-2.9,-56,-1.0,767070,0.2,0,0.0,0,0.0,14,1.2,731,1.2
"28047","2","10","71","0","2016","A","",30,1787,68202260,0,0,734,38173,"",0.93,0.65,0.63,0.00,0.00,0.97,0.97,"",0,0.0,-47,-2.6,1446135,2.2,0,0.0,0,0.0,34,4.9,1780,4.9
"28047","3","10","71","0","2016","A","",64,11352,511783998,6077621,36024,867,45082,"",0.81,1.36,1.83,0.47,1.02,1.35,1.35,"",20,45.5,356,3.2,25260152,5.2,358301,6.3,2260,6.7,16,1.9,837,1.9
"28047","5","10","71","0","2016","A","",4349,66055,2217748009,940546006,6146397,646,33574,"",0.99,0.92,0.84,1.01,1.00,0.91,0.91,"",68,1.6,1300,2.0,48693678,2.2,10224933,1.1,-3204397,-34.3,2,0.3,78,0.2
"28049","0","10","70","0","2016","A","",5840,121018,5394532085,1072786355,6888530,857,44576,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-44,-0.7,583,0.5,73073980,1.4,15116839,1.4,-3073240,-30.9,7,0.8,391,0.9
"28049","1","10","71","0","2016","A","",69,4615,341352543,0,0,1422,73967,"",1.90,1.94,2.20,0.00,0.00,1.14,1.14,"",0,0.0,-172,-3.6,-7248076,-2.1,0,0.0,0,0.0,22,1.6,1143,1.6
"28049","2","10","71","0","2016","A","",140,20210,1166829527,0,0,1110,57735,"",3.37,5.18,6.30,0.00,0.00,1.22,1.21,"",-1,-0.7,-234,-1.1,24612592,2.2,0,0.0,0,0.0,36,3.4,1864,3.3
"28049","3","10","71","0","2016","A","",79,10825,359185934,36259340,142733,638,33182,"",0.78,0.91,0.75,2.47,3.64,0.82,0.82,"",0,0.0,-368,-3.3,3343437,0.9,-1636954,-4.3,-6698,-4.5,27,4.4,1390,4.4
"28049","5","10","71","0","2016","A","",5552,85368,3527164081,1036527015,6745797,795,41317,"",0.98,0.83,0.77,0.99,0.99,0.93,0.93,"",-44,-0.8,1357,1.6,52366027,1.5,16753793,1.6,-3066542,-31.3,0,0.0,-44,-0.1
"28051","0","10","70","0","2016","A","",300,3602,108769167,31632657,410488,581,30194,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.7,-114,-3.1,557042,0.5,-1599864,-4.8,-118895,-22.5,21,3.8,1069,3.7
"28051","1","10","71","0","2016","A","",11,54,2483659,0,0,884,45994,"",5.90,0.76,0.79,0.00,0.00,1.04,1.04,"",-1,-8.3,2,3.8,57963,2.4,0,0.0,0,0.0,-17,-1.9,-879,-1.9
"28051","2","10","71","0","2016","A","",10,115,5333021,0,0,889,46207,"",4.68,0.99,1.43,0.00,0.00,1.44,1.44,"",1,11.1,49,74.2,3291410,161.2,0,0.0,0,0.0,292,48.9,15156,48.8
"28051","3","10","71","0","2016","A","",25,1144,33506210,383946,3648,563,29299,"",4.78,3.22,3.45,0.89,1.56,1.07,1.07,"",0,0.0,-7,-0.6,44622,0.1,19405,5.3,151,4.3,4,0.7,227,0.8
"28051","5","10","71","0","2016","A","",255,2289,67446277,31248711,406840,567,29461,"",0.88,0.75,0.73,1.01,1.00,0.98,0.98,"",2,0.8,-158,-6.5,-2836953,-4.0,-1619269,-4.9,-119046,-22.6,15,2.7,739,2.6
"28053","0","10","70","0","2016","A","",191,2211,61013667,25456550,330232,531,27593,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-5.0,-70,-3.1,-1677332,-2.7,-582786,-2.2,-277649,-45.7,2,0.4,105,0.4
"28053","1","10","71","0","2016","A","",6,20,853744,0,0,807,41987,"",5.06,0.46,0.49,0.00,0.00,1.04,1.04,"",-1,-14.3,1,5.3,72575,9.3,0,0.0,0,0.0,23,2.9,1230,3.0
"28053","2","10","71","0","2016","A","",7,33,910327,0,0,527,27378,"",5.14,0.46,0.43,0.00,0.00,0.93,0.93,"",0,0.0,0,0.0,-23131,-2.5,0,0.0,0,0.0,-12,-2.2,-626,-2.2
"28053","3","10","71","0","2016","A","",7,450,11610198,1859595,18586,497,25829,"",2.10,2.06,2.13,5.33,9.90,1.04,1.04,"",0,0.0,-2,-0.4,91504,0.8,-43995,-2.3,-443,-2.3,7,1.4,331,1.3
"28053","5","10","71","0","2016","A","",171,1708,47639398,23596955,311646,536,27891,"",0.92,0.91,0.92,0.95,0.95,1.01,1.01,"",-9,-5.0,-68,-3.8,-1818280,-3.7,-538791,-2.2,-277206,-47.1,1,0.2,50,0.2
"28055","0","10","70","0","2016","A","",32,193,4810256,1484078,48463,478,24881,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-5.9,-5,-2.5,229513,5.0,-20548,-1.4,-10666,-18.0,34,7.7,1775,7.7
"28055","1","10","71","0","2016","A","",2,1,15776,0,0,455,23664,"",10.06,0.26,0.11,0.00,0.00,0.65,0.65,"",-1,-33.3,-1,-50.0,-47240,-75.0,0,0.0,0,0.0,-104,-18.6,-5420,-18.6
"28055","2","10","71","0","2016","A","N",7,0,0,0,0,0,0,"N",30.71,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"28055","3","10","71","0","2016","A","N",2,0,0,0,0,0,0,"N",3.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"28055","5","10","71","0","2016","A","",21,105,2618512,1459315,48403,480,24958,"",0.68,0.64,0.64,1.00,1.01,1.01,1.01,"",-1,-4.5,-3,-2.8,5907,0.2,-21458,-1.4,-10668,-18.1,13,2.8,655,2.7
"28057","0","10","70","0","2016","A","",349,6281,212800122,76515492,512946,652,33879,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.6,-74,-1.2,2198611,1.0,668832,0.9,-267994,-34.3,15,2.4,737,2.2
"28057","1","10","71","0","2016","A","",5,46,2583018,0,0,1074,55849,"",2.31,0.37,0.42,0.00,0.00,1.13,1.13,"",-1,-16.7,3,7.0,184161,7.7,0,0.0,0,0.0,-7,-0.6,-374,-0.7
"28057","2","10","71","0","2016","A","",8,28,863561,0,0,584,30389,"",3.22,0.14,0.12,0.00,0.00,0.84,0.84,"",0,0.0,0,0.0,-15342,-1.7,0,0.0,0,0.0,-11,-1.8,-540,-1.7
"28057","3","10","71","0","2016","A","",9,1042,36025323,165321,1649,665,34559,"",1.48,1.68,1.90,0.16,0.57,1.13,1.13,"",0,0.0,-5,-0.5,808072,2.3,-16667,-9.2,-166,-9.1,18,2.8,928,2.8
"28057","5","10","71","0","2016","A","",327,5164,173328220,76350171,511297,645,33564,"",0.97,0.97,0.96,1.02,1.00,0.99,0.99,"",-1,-0.3,-72,-1.4,1221720,0.7,685499,0.9,-267828,-34.4,13,2.1,696,2.1
"28059","0","10","70","0","2016","A","",2418,49507,2418360177,609395147,6039172,939,48849,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",35,1.5,65,0.1,26885124,1.1,-2191788,-0.4,-1931495,-24.2,9,1.0,480,1.0
"28059","1","10","71","0","2016","A","",24,1134,89178193,0,0,1512,78635,"",1.60,1.16,1.28,0.00,0.00,1.10,1.10,"",-2,-7.7,39,3.6,4276266,5.0,0,0.0,0,0.0,21,1.4,1087,1.4
"28059","2","10","71","0","2016","A","",18,370,12959155,0,0,674,35048,"",1.05,0.23,0.16,0.00,0.00,0.67,0.67,"",0,0.0,-5,-1.3,-1039,0.0,0,0.0,0,0.0,9,1.4,457,1.3
"28059","3","10","71","0","2016","A","",76,8279,343629800,3343904,24802,798,41509,"",1.80,1.69,1.59,0.40,0.72,0.94,0.94,"",1,1.3,99,1.2,4295631,1.3,206338,6.6,2324,10.3,0,0.0,26,0.1
"28059","5","10","71","0","2016","A","",2299,39725,1972593029,606051243,6014370,955,49656,"",0.98,0.94,0.96,1.01,1.00,1.02,1.02,"",35,1.5,-68,-0.2,18314266,0.9,-2398126,-0.4,-1933819,-24.3,11,1.2,544,1.1
"28061","0","10","70","0","2016","A","",233,3814,139374287,44891044,277696,703,36542,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-4.5,-36,-0.9,1307270,0.9,558298,1.3,-127228,-31.4,13,1.9,677,1.9
"28061","1","10","71","0","2016","A","",11,49,2412070,0,0,952,49478,"",7.60,0.65,0.60,0.00,0.00,0.93,0.93,"",-1,-8.3,-1,-2.0,-30073,-1.2,0,0.0,0,0.0,19,2.0,959,2.0
"28061","2","10","71","0","2016","A","",8,44,1507785,0,0,660,34333,"",4.82,0.36,0.32,0.00,0.00,0.88,0.88,"",0,0.0,-3,-6.4,-125243,-7.7,0,0.0,0,0.0,-12,-1.8,-598,-1.7
"28061","3","10","71","0","2016","A","",14,857,26557013,373629,3735,596,31000,"",3.45,2.28,2.14,0.61,2.36,0.94,0.94,"",0,0.0,11,1.3,1349200,5.4,3532,1.0,36,1.0,23,4.0,1212,4.1
"28061","5","10","71","0","2016","A","",200,2865,108897419,44517415,273961,731,38013,"",0.89,0.88,0.92,1.01,0.99,1.04,1.04,"",-11,-5.2,-41,-1.4,113386,0.1,554766,1.3,-127264,-31.7,11,1.5,583,1.6
"28063","0","10","70","0","2016","A","",81,1203,36144756,7733696,79493,578,30058,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-2.4,-46,-3.7,360170,1.0,-429088,-5.3,-15307,-16.1,27,4.9,1398,4.9
"28063","1","10","71","0","2016","A","",5,19,865535,0,0,888,46162,"",9.93,0.80,0.83,0.00,0.00,1.05,1.05,"",-1,-16.7,1,5.6,18093,2.1,0,0.0,0,0.0,-13,-1.4,-701,-1.5
"28063","2","10","71","0","2016","A","",8,37,1018326,0,0,526,27338,"",13.87,0.95,0.82,0.00,0.00,0.85,0.85,"",0,0.0,-3,-7.5,-26224,-2.5,0,0.0,0,0.0,19,3.7,949,3.6
"28063","3","10","71","0","2016","A","",8,608,17275470,1727745,17275,546,28398,"",5.67,5.12,5.36,16.29,38.21,1.04,1.05,"",0,0.0,-27,-4.3,536190,3.2,-21991,-1.3,-219,-1.3,39,7.7,2027,7.7
"28063","5","10","71","0","2016","A","",60,538,16985425,6005951,62218,607,31562,"",0.76,0.53,0.55,0.79,0.79,1.05,1.05,"",-2,-3.2,-18,-3.2,-167889,-1.0,-407097,-6.3,-15088,-19.5,14,2.4,720,2.3
"28065","0","10","70","0","2016","A","",170,1645,53190903,15045435,244928,622,32343,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,23,1.4,760593,1.5,699511,4.9,-25681,-9.5,0,0.0,9,0.0
"28065","1","10","71","0","2016","A","",5,25,1137808,0,0,861,44766,"",4.73,0.77,0.74,0.00,0.00,0.95,0.95,"",-1,-16.7,0,0.0,-87945,-7.2,0,0.0,0,0.0,-95,-9.9,-4927,-9.9
"28065","2","10","71","0","2016","A","",8,32,1008434,0,0,600,31189,"",6.61,0.60,0.55,0.00,0.00,0.90,0.90,"",0,0.0,-1,-3.0,-32652,-3.1,0,0.0,0,0.0,-7,-1.2,-359,-1.1
"28065","3","10","71","0","2016","A","",6,589,16683803,224421,2244,545,28334,"",2.03,3.63,3.52,1.09,1.61,0.97,0.97,"",0,0.0,-4,-0.7,303955,1.9,-2455,-1.1,-25,-1.1,14,2.6,700,2.5
"28065","5","10","71","0","2016","A","",151,998,34360858,14821014,242684,662,34430,"",0.92,0.71,0.76,1.00,1.00,1.07,1.07,"",1,0.7,27,2.8,577235,1.7,701966,5.0,-25656,-9.6,-7,-1.0,-360,-1.0
"28067","0","10","70","0","2016","A","",1362,27202,1018739124,300375320,1635175,720,37451,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.1,-1061,-3.8,-79122007,-7.2,-17609552,-5.5,-1060547,-39.3,-27,-3.6,-1393,-3.6
"28067","1","10","71","0","2016","A","",19,216,12110199,0,0,1077,56023,"",2.24,0.40,0.41,0.00,0.00,1.02,1.02,"",-1,-5.0,0,0.0,39459,0.3,0,0.0,0,0.0,0,0.0,10,0.0
"28067","2","10","71","0","2016","A","",19,1510,40377043,0,0,514,26741,"",1.96,1.72,1.15,0.00,0.00,0.67,0.67,"",0,0.0,-11,-0.7,-368918,-0.9,0,0.0,0,0.0,-1,-0.2,-57,-0.2
"28067","3","10","71","0","2016","A","",57,5442,183410649,5226458,30679,648,33703,"",2.40,2.03,2.02,1.27,3.30,1.00,1.00,"",1,1.8,80,1.5,4888440,2.7,669075,14.7,-4390,-12.5,8,1.2,409,1.2
"28067","5","10","71","0","2016","A","",1267,20034,782841233,295148862,1604496,751,39075,"",0.96,0.87,0.91,1.00,0.99,1.05,1.05,"",2,0.2,-1131,-5.3,-83680988,-9.7,-18278627,-5.8,-1056157,-39.7,-36,-4.6,-1866,-4.6
"28069","0","10","70","0","2016","A","",145,2803,161220881,44380075,934737,1106,57514,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,4.3,150,5.7,17047628,11.8,8501167,23.7,420865,81.9,61,5.8,3176,5.8
"28069","1","10","71","0","2016","A","",7,34,2143671,0,0,1224,63673,"",7.77,0.62,0.46,0.00,0.00,0.76,0.76,"",-1,-12.5,2,6.2,118282,5.8,0,0.0,0,0.0,19,1.6,1032,1.6
"28069","2","10","71","0","2016","A","",7,30,863715,0,0,560,29114,"",6.78,0.33,0.16,0.00,0.00,0.48,0.47,"",0,0.0,0,0.0,-8489,-1.0,0,0.0,0,0.0,6,1.1,281,1.0
"28069","3","10","71","0","2016","A","",8,590,19532514,2730090,27298,637,33111,"",3.17,2.13,1.36,4.49,5.13,0.64,0.64,"",0,0.0,-11,-1.8,452495,2.4,598483,28.1,5983,28.1,26,4.3,1364,4.3
"28069","5","10","71","0","2016","A","",123,2150,138680981,41649985,907439,1240,64505,"",0.88,0.90,1.01,0.96,0.98,1.12,1.12,"",7,6.0,160,8.0,16485340,13.5,7902684,23.4,414882,84.2,59,5.0,3090,5.0
"28071","0","10","70","0","2016","A","",1246,22872,926291272,196962884,1479692,779,40500,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",61,5.1,1544,7.2,116016657,14.3,16556987,9.2,-219742,-12.9,48,6.6,2509,6.6
"28071","1","10","71","0","2016","A","",18,326,26266857,0,0,1551,80676,"",2.32,0.72,0.99,0.00,0.00,1.36,1.36,"",-2,-10.0,3,0.9,-152997,-0.6,0,0.0,0,0.0,-21,-1.3,-1056,-1.3
"28071","2","10","71","0","2016","A","",16,4373,233575965,0,0,1027,53409,"",1.80,5.94,7.34,0.00,0.00,1.24,1.24,"",0,0.0,177,4.2,13593595,6.2,0,0.0,0,0.0,19,1.9,984,1.9
"28071","3","10","71","0","2016","A","",22,1977,70656173,1827199,18257,687,35745,"",1.01,0.88,0.86,0.68,2.17,0.98,0.98,"",1,4.8,57,3.0,4649076,7.0,116047,6.8,1158,6.8,26,3.9,1369,4.0
"28071","5","10","71","0","2016","A","",1190,16196,595792277,195135685,1461435,707,36787,"",0.99,0.83,0.76,1.01,0.99,0.91,0.91,"",62,5.5,1308,8.8,97926983,19.7,16440940,9.2,-220900,-13.1,64,10.0,3347,10.0
"28073","0","10","70","0","2016","A","",1411,18921,555936737,225138476,1493230,565,29381,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",30,2.2,448,2.4,16118779,3.0,8525816,3.9,-530103,-26.2,3,0.5,158,0.5
"28073","1","10","71","0","2016","A","",4,49,2375026,0,0,931,48388,"",0.46,0.13,0.15,0.00,0.00,1.13,1.13,"",-1,-20.0,4,8.9,110359,4.9,0,0.0,0,0.0,-42,-4.3,-2219,-4.4
"28073","2","10","71","0","2016","A","",12,184,5800123,0,0,606,31537,"",1.19,0.30,0.30,0.00,0.00,1.01,1.01,"",0,0.0,-12,-6.1,-239303,-4.0,0,0.0,0,0.0,13,2.2,697,2.3
"28073","3","10","71","0","2016","A","",21,2137,67582519,6869053,68680,608,31629,"",0.85,1.14,1.36,2.23,8.09,1.19,1.19,"",0,0.0,20,0.9,3041997,4.7,202287,3.0,2022,3.0,22,3.8,1147,3.8
"28073","5","10","71","0","2016","A","",1374,16552,480179069,218269423,1424550,558,29011,"",1.00,1.03,1.02,0.99,0.96,0.99,0.99,"",31,2.3,437,2.7,13205726,2.8,8323529,4.0,-532125,-27.2,1,0.2,33,0.1
"28075","0","10","70","0","2016","A","",1958,33590,1162932933,346162082,2519864,666,34622,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",25,1.3,248,0.7,12242479,1.1,7451404,2.2,-710891,-22.0,2,0.3,110,0.3
"28075","1","10","71","0","2016","A","",24,817,47788185,0,0,1125,58480,"",1.97,1.24,1.43,0.00,0.00,1.16,1.16,"",-1,-4.0,-7,-0.8,676925,1.4,0,0.0,0,0.0,25,2.3,1271,2.2
"28075","2","10","71","0","2016","A","",22,1294,45258262,0,0,673,34982,"",1.58,1.20,1.13,0.00,0.00,0.95,0.95,"",0,0.0,-49,-3.6,-64615,-0.1,0,0.0,0,0.0,24,3.7,1241,3.7
"28075","3","10","71","0","2016","A","",16,3717,123016642,13034377,65201,636,33092,"",0.47,1.12,1.19,2.75,4.55,1.06,1.06,"",0,0.0,46,1.3,3061515,2.6,72661,0.6,-1857,-2.8,8,1.3,412,1.3
"28075","5","10","71","0","2016","A","",1896,27762,946869844,333127705,2454663,656,34107,"",1.00,0.97,0.96,0.98,0.98,0.99,0.99,"",26,1.4,258,0.9,8568654,0.9,7378743,2.3,-709034,-22.4,0,0.0,-8,0.0
"28077","0","10","70","0","2016","A","",187,2469,104544761,25131341,122888,814,42336,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-4.1,-103,-4.0,-6279272,-5.7,-1787660,-6.6,-155958,-55.9,-15,-1.8,-753,-1.7
"28077","1","10","71","0","2016","A","",8,40,1724435,0,0,834,43382,"",6.88,0.82,0.57,0.00,0.00,0.70,0.70,"",-1,-11.1,0,0.0,-123396,-6.7,0,0.0,0,0.0,-62,-6.9,-3202,-6.9
"28077","2","10","71","0","2016","A","",7,28,788090,0,0,536,27897,"",5.25,0.35,0.22,0.00,0.00,0.62,0.62,"",0,0.0,0,0.0,-20402,-2.5,0,0.0,0,0.0,-18,-3.2,-892,-3.1
"28077","3","10","71","0","2016","A","",10,651,18640146,139636,1392,551,28648,"",3.07,2.67,2.00,0.41,1.99,0.75,0.75,"",0,0.0,-3,-0.5,557276,3.1,-6956,-4.7,-69,-4.7,19,3.6,995,3.6
"28077","5","10","71","0","2016","A","",162,1751,83392090,24991705,121496,916,47632,"",0.89,0.83,0.94,1.01,1.00,1.13,1.13,"",-7,-4.1,-99,-5.4,-6692750,-7.4,-1780704,-6.7,-155889,-56.2,-20,-2.1,-1054,-2.2
"28079","0","10","70","0","2016","A","",309,4865,145313585,56582078,872388,574,29871,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.6,-162,-3.2,1313921,0.9,-725023,-1.3,-97531,-10.1,23,4.2,1226,4.3
"28079","1","10","71","0","2016","A","",7,62,3409182,0,0,1050,54620,"",3.65,0.65,0.82,0.00,0.00,1.25,1.25,"",-1,-12.5,2,3.3,120406,3.7,0,0.0,0,0.0,-7,-0.7,-346,-0.6
"28079","2","10","71","0","2016","A","",9,42,1261055,0,0,582,30265,"",4.09,0.27,0.25,0.00,0.00,0.95,0.95,"",0,0.0,-1,-2.3,-23576,-1.8,0,0.0,0,0.0,2,0.3,98,0.3
"28079","3","10","71","0","2016","A","",16,695,20557100,2547827,25471,569,29571,"",2.97,1.45,1.59,3.28,5.13,1.10,1.10,"",0,0.0,-33,-4.5,7406,0.0,-108982,-4.1,-1090,-4.1,26,4.8,1334,4.7
"28079","5","10","71","0","2016","A","",277,4066,120086248,54034251,846917,568,29538,"",0.92,0.98,0.97,0.97,0.98,0.99,0.99,"",-1,-0.4,-131,-3.1,1209685,1.0,-616041,-1.1,-96441,-10.2,23,4.2,1213,4.3
"28081","0","10","70","0","2016","A","",2477,53842,2029441941,641492063,5635775,725,37693,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",34,1.4,2140,4.1,107082419,5.6,35430885,5.8,-1615089,-22.3,10,1.4,511,1.4
"28081","1","10","71","0","2016","A","",24,452,28889869,0,0,1230,63975,"",1.56,0.43,0.49,0.00,0.00,1.16,1.16,"",-2,-7.7,4,0.9,-18135,-0.1,0,0.0,0,0.0,-12,-1.0,-624,-1.0
"28081","2","10","71","0","2016","A","",19,786,27504942,0,0,673,34982,"",1.08,0.45,0.39,0.00,0.00,0.87,0.87,"",0,0.0,-22,-2.7,-536749,-1.9,0,0.0,0,0.0,6,0.9,273,0.8
